player_key,player_id,player_name,competition,role,seasons,first_season,last_season,bat_innings,runs,balls,fours,sixes,bat_pp_runs,bat_pp_balls,bat_mid_runs,bat_mid_balls,bat_death_runs,bat_death_balls,sample,strike_rate,runs_per_innings,boundary_pct,bat_pp_sr,bat_mid_sr,bat_death_sr,bowl_innings,runs_conceded,balls_bowled,wickets,bowl_pp_runs,bowl_pp_balls,bowl_mid_runs,bowl_mid_balls,bowl_death_runs,bowl_death_balls,wides,noballs,economy,bowling_sr,wickets_per_innings,wide_rate,noball_rate,bowl_pp_economy,bowl_mid_economy,bowl_death_economy,min_sample,impact_raw,impact_reliability,impact_score,impact_percentile,cluster,profile_type,domestic_player_key,closest_ipl_player,closest_ipl_profile_type,closest_ipl_impact_percentile,similarity_score,distance,sample_percentile,similarity_percentile,scouting_score,scouting_reason
d3c1f849,d3c1f849,Deepraj Gaonkar,SMA,bat,5,2016,2023,19.0,283.0,255.0,25.0,10.0,29.0,33.0,176.0,157.0,78.0,65.0,19.0,110.98039215686275,14.894736842105264,13.725490196078432,87.87878787878788,112.10191082802548,120.0,,,,,,,,,,,,,,,,,,,,,15,-0.7320892735031461,0.6551724137931034,-0.4796446964330958,15.74468085106383,3,Balanced batting profile,d3c1f849,FY Fazal,Balanced batting profile,33.42857142857143,72.71587513021325,0.37521551959498134,33.55263157894737,92.10526315789474,37.506019036954086,"Balanced batting profile; SR 111.0, RPI 14.9, boundary% 13.7; closest IPL comp: FY Fazal"
d28a7a2a,d28a7a2a,U U Bose,SMA,bat,4,2016,2021,24.0,434.0,376.0,47.0,17.0,297.0,249.0,120.0,118.0,17.0,9.0,24.0,115.42553191489363,18.083333333333332,17.02127659574468,119.27710843373494,101.69491525423729,188.88888888888889,,,,,,,,,,,,,,,,,,,,,15,-0.29414811948505204,0.7058823529411765,-0.20763396669533093,32.76595744680851,3,Balanced batting profile,d28a7a2a,TM Dilshan,Balanced batting profile,52.85714285714286,56.65557554940782,0.7650513480847559,64.47368421052632,32.23684210526316,37.38983762597984,"Balanced batting profile; SR 115.4, RPI 18.1, boundary% 17.0; closest IPL comp: TM Dilshan"
2fcb040c,2fcb040c,Rajat Paliwal,SMA,bat,4,2016,2021,27.0,521.0,446.0,42.0,3.0,42.0,40.0,373.0,331.0,106.0,75.0,27.0,116.81614349775784,19.296296296296298,10.089686098654708,105.0,112.68882175226587,141.33333333333334,,,,,,,,,,,,,,,,,,,,,15,-0.5464085958923535,0.7297297297297297,-0.3987305970025283,20.0,3,Balanced batting profile,2fcb040c,SS Tiwary,Balanced batting profile,44.57142857142857,62.13114780233658,0.6094986739684743,75.98684210526315,53.289473684210535,36.72039473684211,"Balanced batting profile; SR 116.8, RPI 19.3, boundary% 10.1; closest IPL comp: SS Tiwary"
6033d30a,6033d30a,Ritwik Roy Chowdhury,SMA,bat,4,2019,2024,16.0,237.0,184.0,23.0,7.0,31.0,19.0,115.0,99.0,91.0,66.0,16.0,128.80434782608697,14.8125,16.304347826086957,163.1578947368421,116.16161616161615,137.87878787878788,,,,,,,,,,,,,,,,,,,,,15,-0.23291677861477642,0.6153846153846154,-0.14333340222447788,37.4468085106383,3,Balanced batting profile,6033d30a,DJG Sammy,Balanced batting profile,37.714285714285715,60.41258269596932,0.6552843056430349,10.526315789473683,46.05263157894737,35.56019036954088,"Balanced batting profile; SR 128.8, RPI 14.8, boundary% 16.3; closest IPL comp: DJG Sammy"
9a2d95ac,9a2d95ac,Aditya Kaushik,SMA,bat,4,2016,2022,24.0,567.0,512.0,46.0,16.0,272.0,266.0,254.0,211.0,41.0,35.0,24.0,110.7421875,23.625,12.109375,102.25563909774435,120.37914691943128,117.14285714285715,,,,,,,,,,,,,,,,,,,,,15,-0.32952757478832795,0.7058823529411765,-0.23260769985058452,30.638297872340424,3,Balanced batting profile,9a2d95ac,AL Menaria,Balanced batting profile,32.857142857142854,56.0042015824383,0.7855803167339115,64.47368421052632,28.289473684210524,35.12639977603583,"Balanced batting profile; SR 110.7, RPI 23.6, boundary% 12.1; closest IPL comp: AL Menaria"
5f39537c,5f39537c,Ravi Teja,SMA,bat,4,2018,2022,16.0,155.0,128.0,11.0,6.0,9.0,11.0,38.0,41.0,108.0,76.0,16.0,121.09375,9.6875,13.28125,81.81818181818183,92.6829268292683,142.10526315789474,,,,,,,,,,,,,,,,,,,,,15,-0.8340609508164933,0.6153846153846154,-0.5132682774255345,13.191489361702127,3,Balanced batting profile,5f39537c,KV Sharma,Balanced batting profile,22.0,79.67865127938607,0.2550413240475033,10.526315789473683,99.3421052631579,34.329367301231805,"Balanced batting profile; SR 121.1, RPI 9.7, boundary% 13.3; closest IPL comp: KV Sharma"
c2dd89ea,c2dd89ea,BR Sharath,SMA,bat,4,2018,2023,21.0,287.0,255.0,27.0,9.0,103.0,103.0,108.0,112.0,76.0,40.0,21.0,112.54901960784314,13.666666666666666,14.117647058823529,100.0,96.42857142857143,190.0,,,,,,,,,,,,,,,,,,,,,15,-0.7482154692731758,0.6774193548387096,-0.5068556404753772,14.042553191489363,3,Balanced batting profile,c2dd89ea,Anuj Rawat,Balanced batting profile,38.0,64.8251001928055,0.5426123477260485,49.34210526315789,65.13157894736842,32.109742441209406,"Balanced batting profile; SR 112.5, RPI 13.7, boundary% 14.1; closest IPL comp: Anuj Rawat"
92d07362,92d07362,Rohan Prem,SMA,bat,3,2016,2019,15.0,394.0,348.0,37.0,11.0,125.0,124.0,233.0,191.0,36.0,33.0,15.0,113.2183908045977,26.266666666666666,13.793103448275861,100.80645161290323,121.98952879581151,109.09090909090908,,,,,,,,,,,,,,,,,,,,,15,-0.04476490420918998,0.6,-0.026858942525514087,47.23404255319149,3,Balanced batting profile,92d07362,DJ Mitchell,Balanced batting profile,57.714285714285715,45.934126683877516,1.1770306136047461,3.618421052631579,11.842105263157894,31.843715005599105,"Balanced batting profile; SR 113.2, RPI 26.3, boundary% 13.8; closest IPL comp: DJ Mitchell"
0ed1a112,0ed1a112,Ganesh Satish,SMA,bat,5,2016,2023,30.0,530.0,540.0,46.0,6.0,184.0,209.0,325.0,308.0,21.0,23.0,30.0,98.14814814814815,17.666666666666668,9.62962962962963,88.03827751196172,105.51948051948052,91.30434782608695,,,,,,,,,,,,,,,,,,,,,15,-1.0523778196751503,0.75,-0.7892833647563628,8.085106382978724,1,Balanced batting profile,0ed1a112,N Saini,Balanced batting profile,26.857142857142858,62.956873408007496,0.588388917472528,83.22368421052632,55.92105263157895,31.31487961926092,"Balanced batting profile; SR 98.1, RPI 17.7, boundary% 9.6; closest IPL comp: N Saini"
a64608ec,a64608ec,Rishabh Chouhan,SMA,bat,3,2019,2023,16.0,225.0,190.0,17.0,9.0,0.0,9.0,90.0,83.0,135.0,98.0,16.0,118.42105263157893,14.0625,13.684210526315791,0.0,108.43373493975903,137.75510204081633,,,,,,,,,,,,,,,,,,,,,15,-0.624742851175363,0.6153846153846154,-0.38445713918483887,21.27659574468085,3,Balanced batting profile,a64608ec,R Sathish,Balanced batting profile,26.285714285714285,65.59568602946592,0.524490497059204,10.526315789473683,67.76315789473685,31.285694288913774,"Balanced batting profile; SR 118.4, RPI 14.1, boundary% 13.7; closest IPL comp: R Sathish"
d8a90827,d8a90827,Shubham Khajuria,SMA,bat,5,2016,2023,19.0,322.0,275.0,26.0,12.0,170.0,165.0,149.0,108.0,3.0,2.0,19.0,117.0909090909091,16.94736842105263,13.818181818181818,103.03030303030303,137.96296296296296,150.0,,,,,,,,,,,,,,,,,,,,,15,-0.4842941987637369,0.6551724137931034,-0.31729619919003466,23.829787234042556,3,Balanced batting profile,d8a90827,DJ Hooda,Balanced batting profile,39.42857142857143,60.88160497686571,0.6425322564672666,33.55263157894737,47.368421052631575,31.17287234042553,"Balanced batting profile; SR 117.1, RPI 16.9, boundary% 13.8; closest IPL comp: DJ Hooda"
7b5b6311,7b5b6311,CV Milind,SMA,bat,4,2016,2022,21.0,175.0,129.0,15.0,7.0,19.0,17.0,33.0,39.0,123.0,73.0,21.0,135.65891472868216,8.333333333333334,17.05426356589147,111.76470588235294,84.61538461538461,168.49315068493152,,,,,,,,,,,,,,,,,,,,,15,-0.4142883039126076,0.6774193548387096,-0.28064691555370197,28.085106382978726,3,Balanced batting profile,7b5b6311,DJ Bravo,Balanced batting profile,42.857142857142854,54.6074739471329,0.831251159810339,49.34210526315789,23.684210526315788,30.173432250839866,"Balanced batting profile; SR 135.7, RPI 8.3, boundary% 17.1; closest IPL comp: DJ Bravo"
fe5f2e48,fe5f2e48,RL Jangid,SMA,bat,3,2016,2019,19.0,235.0,203.0,16.0,5.0,0.0,1.0,176.0,159.0,59.0,43.0,19.0,115.76354679802957,12.368421052631579,10.344827586206897,0.0,110.69182389937107,137.2093023255814,,,,,,,,,,,,,,,,,,,,,15,-0.9436783965245519,0.6551724137931034,-0.6182720528953961,10.212765957446807,3,Balanced batting profile,fe5f2e48,R Sathish,Balanced batting profile,26.285714285714285,66.320316446009,0.5078335773836278,33.55263157894737,73.68421052631578,29.581606942889135,"Balanced batting profile; SR 115.8, RPI 12.4, boundary% 10.3; closest IPL comp: R Sathish"
bee290b6,bee290b6,Suboth Bhati,SMA,bat,4,2016,2021,17.0,122.0,88.0,11.0,9.0,25.0,19.0,6.0,19.0,91.0,50.0,17.0,138.63636363636365,7.176470588235294,22.727272727272727,131.57894736842107,31.57894736842105,182.0,,,,,,,,,,,,,,,,,,,,,15,-0.13071474693690088,0.6296296296296297,-0.08230187770101177,42.5531914893617,3,Balanced batting profile,bee290b6,MS Gony,Balanced batting profile,43.42857142857143,42.356767919735674,1.3608977953534103,18.75,4.605263157894736,29.495730683090706,"Balanced batting profile; SR 138.6, RPI 7.2, boundary% 22.7; closest IPL comp: MS Gony"
