domestic_player_key,domestic_player_name,role,domestic_sample,domestic_impact_score,domestic_impact_percentile,domestic_profile_type,match_rank,ipl_player_key,ipl_player_name,ipl_sample,ipl_impact_score,ipl_impact_percentile,ipl_profile_type,distance,similarity_score
bee290b6,Suboth Bhati,bat,17.0,-0.08230187770101177,42.5531914893617,Balanced batting group,3,e342e5fb,CR Brathwaite,14.0,0.38812722953981876,70.0,Run accumulators,1.9168855319767044,34.28314169470763
bf6e03ea,K V Sasikanth,bat,17.0,-0.5490069549406874,12.76595744680851,Low-output batting group,1,13c35c9e,TG Southee,19.0,-0.5380690939790556,17.142857142857142,Low-output batting group,0.7097748954889542,58.4872314266858
bf6e03ea,K V Sasikanth,bat,17.0,-0.5490069549406874,12.76595744680851,Low-output batting group,2,26a85969,R Dhawan,22.0,-0.4144992676666148,23.42857142857143,Low-output batting group,0.8222292636920313,54.87783672038572
bf6e03ea,K V Sasikanth,bat,17.0,-0.5490069549406874,12.76595744680851,Low-output batting group,3,68c56d09,KA Jamieson,10.0,-0.38608121961728575,24.0,Low-output batting group,0.8459101797026557,54.173816851754005
c2294408,Pallav Kumar Das,bat,31.0,0.3951357831686796,75.31914893617021,Balanced batting group,1,3fca55af,S Sohal,20.0,0.0948029247312776,52.57142857142857,Balanced batting group,1.2650796461735059,44.14855794096874
c2294408,Pallav Kumar Das,bat,31.0,0.3951357831686796,75.31914893617021,Balanced batting group,2,0bacade8,Rahmanullah Gurbaz,18.0,0.29578153458433204,64.0,Balanced batting group,1.397683368785779,41.70692481828467
c2294408,Pallav Kumar Das,bat,31.0,0.3951357831686796,75.31914893617021,Balanced batting group,3,6c882e9a,PBB Rajapaksa,13.0,0.34349073325112234,67.71428571428572,High-impact power hitters,1.4188884738693845,41.341302453698745
c2dd89ea,BR Sharath,bat,21.0,-0.5068556404753772,14.042553191489363,Balanced batting group,1,c8f5f961,Anuj Rawat,21.0,-0.13759329685189256,38.0,Balanced batting group,0.5426123477260485,64.8251001928055
c2dd89ea,BR Sharath,bat,21.0,-0.5068556404753772,14.042553191489363,Balanced batting group,2,5056011d,GJ Bailey,36.0,-0.03490946843937878,44.285714285714285,Balanced batting group,0.8016499546955755,55.5046776647004
c2dd89ea,BR Sharath,bat,21.0,-0.5068556404753772,14.042553191489363,Balanced batting group,3,5451a2c1,B Chipli,21.0,-0.2920277126226063,30.28571428571429,Balanced batting group,0.8093400051060328,55.26877188245208
c3f37533,Hari Nishaanth,bat,26.0,0.31056273818990715,69.7872340425532,Run accumulators,1,eade4650,DJ Mitchell,15.0,0.18510960696201695,57.714285714285715,Balanced batting group,0.78563426874937,56.00250944446671
c3f37533,Hari Nishaanth,bat,26.0,0.31056273818990715,69.7872340425532,Run accumulators,2,fdedb37c,SM Katich,11.0,0.18990756170410064,57.99999999999999,Balanced batting group,0.9961095237664558,50.097451472156784
c3f37533,Hari Nishaanth,bat,26.0,0.31056273818990715,69.7872340425532,Run accumulators,3,2c25d4f5,D Padikkal,86.0,0.5350628512824288,77.14285714285715,Run accumulators,1.0023930600514173,49.940244997369405
c6272773,Shivam Chauhan,bat,22.0,0.2723710898641366,67.65957446808511,Balanced batting group,1,bb345e0b,G Gambhir,151.0,0.4309740498568159,72.28571428571429,Run accumulators,0.3310886741570929,75.12647499861318
c6272773,Shivam Chauhan,bat,22.0,0.2723710898641366,67.65957446808511,Balanced batting group,2,29e95537,AM Rahane,195.0,0.41188467011430124,71.42857142857143,Run accumulators,0.6583264905146388,60.30175636220246
