iteration,train_mae,validation_mae,train_rmse,validation_rmse
52,0.37690992804241014,0.5754110999264594,0.5269411372626068,0.7150423871789393
53,0.3753179236455545,0.5762769084833441,0.5254383817622488,0.7156507076925662
54,0.37356609402291857,0.5771850101729488,0.5231639484838185,0.7171083709587339
55,0.3724761966121707,0.5778088517119837,0.5215371795435689,0.7179088983699534
56,0.37112906946395113,0.5786189768855884,0.5201872113520228,0.7185143072537443
57,0.37051437886649236,0.5789349369761156,0.5188958527254242,0.7199005868282152
58,0.3690776669432605,0.5807304267330547,0.5168504829287008,0.7227581309220235
59,0.36819172344643925,0.5806926114916587,0.5156089863277246,0.7225940268709996
60,0.3674986309886412,0.5802467795478937,0.5140851446518949,0.7218545106437397
61,0.36624783695527086,0.5809487823316436,0.51271378898903,0.7212060746655324
62,0.3652756374863205,0.5805976231041075,0.5113246090121127,0.7209610981075297
63,0.3642168528902172,0.5823000968463146,0.509535594048317,0.723735743465349
64,0.36330520636266317,0.5828934230980117,0.5086045648162826,0.7249556909504276
65,0.36278008985807153,0.5824631533754819,0.5071697907878999,0.724267918695735
66,0.3621047213313277,0.5820023511579233,0.5060693565023018,0.7247223791172764
67,0.3609119558226512,0.5826385269515131,0.5045643909818756,0.7256312813140117
68,0.3595291773896639,0.5835389492820434,0.5030228907118729,0.7268844991881435
69,0.35866113027160046,0.5835266876960205,0.5017983852422091,0.7266179737526405
70,0.35799419109985997,0.583080106835752,0.5008618590399692,0.7271427374961504
71,0.35712402442549396,0.5832889040254116,0.4998959074611656,0.7268121547130043
72,0.3565780870058619,0.5850674343003318,0.498579959092218,0.729410556427723
73,0.3560193711851675,0.5851180894163842,0.49782976170953924,0.7301955378540267
74,0.35520121398219384,0.5845966431923982,0.496832374344063,0.7301186909775811
75,0.3539648483748007,0.5850386220133366,0.49544872059255524,0.7312336231313967
76,0.35334754681197833,0.5849724035421757,0.4943718476542059,0.7303446086379137
77,0.352539032944414,0.5842445099073396,0.4934262410945225,0.7302832164486588
78,0.35069644654936155,0.5856614325726213,0.49171927249046377,0.731428873477002
79,0.3497897392657235,0.5855694479230692,0.4904301886857953,0.7303250942825431
80,0.348993444246281,0.5854993962688501,0.4893018093600515,0.7299598212761548
81,0.3483204499438918,0.5854522391137382,0.48833649890222963,0.7287455782393523
82,0.34761301118959986,0.5863343772339067,0.487573716542271,0.7295881915690039
83,0.3475464331588915,0.5857850834600214,0.486848473960425,0.7288865048427808
84,0.34677764749581563,0.5857372685008129,0.4857935801491372,0.7285961874506921
85,0.34591771831949186,0.586618952330158,0.4849784143760825,0.7298067193112963
86,0.34520111178277735,0.5872376937812335,0.4839942361039809,0.7309900184222762
87,0.3449059666153914,0.5855148725084133,0.4827901271602068,0.7294890117120898
88,0.3440761945525699,0.5854486131968976,0.48169380872231926,0.7285656545927468
89,0.3437181272351435,0.5854211549892371,0.48091099475129684,0.7284670196671619
90,0.3435028483535501,0.5837733694237387,0.4798023348099811,0.7270678928878673
91,0.34275186516317174,0.583742375136586,0.47880007343093245,0.7262343395725672
92,0.3420584758444912,0.5845496759313451,0.47812325953756285,0.7269800134623868
93,0.3417276677875925,0.5836047754942703,0.477316618921607,0.7257243171866596
94,0.34099288894070623,0.5834619982943362,0.4765956357074011,0.7260384292703294
95,0.34075060284969416,0.582530987382718,0.4755557085329827,0.7259890539602648
96,0.33967685580936857,0.5827400872950885,0.47476803705501586,0.7250814005918775
97,0.339012352244215,0.5836014381989093,0.473913870227333,0.7245990000714266
98,0.33892365875600444,0.58270356324236,0.4729295879001873,0.7245698887973244
99,0.33785313806020123,0.5823559658665545,0.47215702344037896,0.7230294968277928
100,0.33740889434953847,0.5816538726148139,0.47143060678199555,0.721482623761747
101,0.3372003460809063,0.5807908151954757,0.47049610793980146,0.7215054123552763
102,0.3363607888653435,0.5794578521898408,0.4694661725884257,0.7205314939418137
103,0.335556316973426,0.5796885666673152,0.46865880831678874,0.7206386813320315
104,0.33494047096574886,0.5804914068526781,0.4678766615223485,0.7201893663215098
105,0.3341575763805955,0.5787392253149971,0.4668490492806242,0.7177921077850729
106,0.3340512079472783,0.5779015087037042,0.4659316468553827,0.7178210738922258
107,0.33252254373958845,0.5791942981423084,0.46466804630508707,0.7189574047311367
108,0.33193928516879023,0.5795197085800158,0.4639350218182317,0.7197278545583671
109,0.33113529175028533,0.5782454467377091,0.46299543706485835,0.718784297386204
110,0.33039272951347287,0.5765576808426887,0.4620466578734904,0.7164493562348283
111,0.3302901900185239,0.5757440726158853,0.46117364601313227,0.7164675115987361
112,0.32923420375072643,0.575446907356211,0.46044213327018324,0.714996410393033
113,0.32848313871867896,0.5737928827333993,0.4595378383075968,0.7127001405911692
114,0.3284003827047979,0.5730108669411135,0.4587045642871842,0.7127450001953064
115,0.3277041129638628,0.5732635235144518,0.45796788285612966,0.7128721568414165
116,0.32690850665745563,0.5716352618529638,0.4570895224377854,0.7105875110909211
117,0.326884058944325,0.5708823258600332,0.45630517914244123,0.710645773103467
118,0.3256349635587823,0.5729622888080104,0.45520918367606555,0.7125946868193157
119,0.3248711235950884,0.5718042906149652,0.4544329630532311,0.7117244911174987
120,0.32414622098035095,0.5714866138774841,0.45369347319553793,0.711196074119489
121,0.32411643144991686,0.5707523824182429,0.45295287183286026,0.711240298642232
122,0.3233758440828549,0.5696106351962238,0.4522106507571435,0.7103465103477188
123,0.32295498639015124,0.569401803561858,0.45157649633788016,0.709282072749799
124,0.3215929227964963,0.5704604899427483,0.45063546282306965,0.7105502221896699
125,0.3215907543662355,0.5697595184046046,0.4499316931273586,0.7106300112127923
126,0.32071997568943966,0.5695219382238789,0.4492788141415517,0.7092797928526651
127,0.3199959059745119,0.5689022120978074,0.4485560325985013,0.7087253022654202
128,0.319255080478394,0.5673904365472057,0.4478034803533341,0.7066024146238015
129,0.31860814716760033,0.5682923397683879,0.44716792660007154,0.7076829883016877
130,0.3186413406217964,0.5677117236064574,0.44648628800401907,0.7079408616650162
131,0.3179524326311931,0.5671140624575864,0.4458233533336768,0.7074080809864797
132,0.3173713787781237,0.5679827264711007,0.44522600974050314,0.7084480736948439
133,0.31673524607647274,0.5673909453689254,0.44459916521133724,0.7079085132170818
134,0.31663080225911844,0.5663166651302197,0.4439584955741883,0.70697290844646
135,0.3159861654707662,0.5657414486345886,0.44335215710699316,0.7063913518846485
136,0.3150340154873649,0.5679419519653275,0.4423496579648548,0.70802747237199
137,0.3144870190913399,0.5673751117627657,0.4417788490646647,0.7075158576842896
138,0.3138599447955307,0.5684645630952123,0.4407345376712552,0.7094690677200525
139,0.313112737926872,0.5684819946367545,0.44019782557026554,0.7086520251716163
140,0.31249651948698165,0.5678747490566037,0.4394894649826764,0.7076679811192524
141,0.31199096874926,0.5678331945733995,0.43893169327739545,0.7076759590585309
142,0.31126101987274934,0.5685460969915379,0.4382738668623954,0.7072759057714685
143,0.311111507294897,0.567488526079891,0.43764085609993,0.706370915222593
144,0.31040584883437217,0.5674918279882559,0.43715592968781314,0.7056140119900732
145,0.30978894508392907,0.5664872813541855,0.4365776138790488,0.7048293933366169
146,0.309086345386437,0.5663090106103447,0.4358299768827633,0.7033087914095614
147,0.30848501347236124,0.5671339096089737,0.435264403595211,0.7043125901149495
148,0.3084401669840027,0.5659597474010567,0.43462532769127715,0.703413755877847
149,0.30796199193058116,0.5654146574322018,0.4340810522904427,0.7029186839332948
150,0.3074476651962589,0.5662148929031768,0.43354653510749774,0.7038888349347101
151,0.3069845494687515,0.5656741987133987,0.4330307145040783,0.7033860919144655
152,0.3065945634141417,0.5654848008426872,0.4324722072950545,0.7024493222136278
153,0.30567443492366475,0.5675616032211703,0.4315889566753366,0.7040892577818386
154,0.3056086669120235,0.5669015647993694,0.43098092389804715,0.7035006096320806
155,0.30489703016200376,0.5659084487137179,0.43003211486311366,0.702426895313508
156,0.3043811700466764,0.565845132340476,0.42952615645944797,0.7024367679045666
157,0.3038017621230472,0.5653200630535171,0.42900469429415955,0.7019016749293335
158,0.30331302500728397,0.5660890760964596,0.4285076700240004,0.7028437902855752
159,0.3028650862424697,0.5655617135926837,0.4280128665584032,0.7023484330197174
160,0.30280479219590684,0.5649290030980334,0.42743795881206353,0.7017951356730786
161,0.30221606729148487,0.5645032550391275,0.4269175973267355,0.701492735155798
162,0.3015110109029195,0.5645201739939729,0.42647234505549453,0.7007911183209815
163,0.30146382510722813,0.56390006559276,0.42589002639948853,0.7008731956519932
164,0.3009877128751111,0.562990618450748,0.4254213296068135,0.700138715579669
165,0.30029342620855165,0.5630312722172701,0.424995302721027,0.6994852132233803
166,0.29993307766671035,0.5623141081999187,0.42444298675774306,0.697951480626497
167,0.29979028981362804,0.5622221559695082,0.42381219059718633,0.6981157728747123
168,0.2992619541663409,0.5622098519717869,0.4233538656849058,0.6981615899685758
169,0.29888854544745325,0.5616949216018499,0.422896762219504,0.6976728682407931
170,0.29823047008667203,0.5614951455240762,0.4222138234872463,0.6962375492531702
171,0.29767569802392446,0.5622593562513137,0.42171960637918526,0.6971503121861264
172,0.2975376840420475,0.5621691478056301,0.42112337976971703,0.6973147790984326
173,0.29652982322879284,0.5608914841183316,0.4201731672744094,0.6959107739929429
174,0.29601800868743644,0.5608798196219791,0.419733581576192,0.6959634047054686
175,0.2956963406422324,0.5601872621412234,0.419197670825308,0.6944948463154116
176,0.29515438076286715,0.5607609429033765,0.4186749697239761,0.6941452905645753
177,0.29453719069050593,0.5618630062611374,0.418023045805552,0.6953062482538304
178,0.294393586068335,0.5617712578524018,0.4174356373049077,0.6954908757978049
179,0.29393658714251736,0.5624949953386059,0.4169905499197073,0.696366300809522
180,0.2934333951771871,0.5622139328633592,0.41656305147880074,0.6956909111230066
181,0.293014794669761,0.5619463052531005,0.4161752957084464,0.6950560738575577
182,0.292807890883497,0.5627978524583612,0.41551587846006105,0.6964031913509973
183,0.29244143155208496,0.5618867717916177,0.41495698029184175,0.6948348841370606
184,0.29170638683581096,0.5637418515933457,0.4142192576005186,0.6963405213615335
185,0.2915712105403768,0.5640372010651851,0.41359378496792504,0.6975148931606378
186,0.2911158066251262,0.5638487039136384,0.4131957921892452,0.6969664298687454
187,0.2908695001114662,0.5633833480239258,0.4127699845625537,0.6965437456779304
188,0.29041239510785655,0.5625463011607578,0.4121858355260806,0.695006028769707
189,0.28979560790369097,0.5643010816277727,0.4115196368754962,0.6964587534912766
190,0.2897544199320875,0.563280563047091,0.41099972593710293,0.6957479932664299
191,0.2891757552404469,0.5627614459023821,0.41043363448441417,0.6952202632476504
192,0.28863599674095824,0.5621907883382377,0.40971003334421485,0.6945782253229836
193,0.28814507135691625,0.5628686394520815,0.40930569574766934,0.695422169350357
194,0.2878889674758739,0.5624092880873861,0.40888469747508266,0.6950040566773158
195,0.28749153987569964,0.5621335716115009,0.4084159460466124,0.6941011404172727
196,0.28699091757876066,0.5628115886872409,0.4080114713498664,0.6949511499824925
197,0.28669612721698967,0.5625507603676426,0.40769733092855054,0.6943820099594851
198,0.28641171194508896,0.5615802728597926,0.40723782391056224,0.6928839016386028
199,0.2858384704899321,0.5632616067388361,0.40662092168818975,0.6942949233389062
200,0.285645087770542,0.5636686825719562,0.406035616400042,0.6954446612557023
201,0.28524406577949746,0.5635008646736567,0.4056666663965037,0.6949266024492202
202,0.2851650817797926,0.562542046388933,0.4051800604190896,0.694282646752795
203,0.2848335788410503,0.5621572599770586,0.40471496881846497,0.6940261632879954
204,0.28460322081270495,0.5619173045795444,0.40442807846141066,0.6934992228579491
205,0.2842931875314062,0.5609760379800353,0.40399020035088573,0.6920482496981669
206,0.2837488904916964,0.5626034440683366,0.4034124449065136,0.693420910528465
207,0.2835364712701217,0.5633776417762848,0.4028692850083843,0.694658817622391
208,0.28314251238259314,0.5634299148551672,0.4023713140322764,0.694452982271517
209,0.28278078095528997,0.562451965775065,0.4019307558630744,0.692886780649386
210,0.28234366517063575,0.5625639676570683,0.4015319342979113,0.6923797991011813
211,0.2816724515404636,0.5638202850235738,0.40098873286441944,0.693779756438537
212,0.2811944723446801,0.5630803712746947,0.40055897992441747,0.6922581875818609
213,0.2808210843604319,0.5645009572584291,0.3999532936126369,0.6938264084866219
214,0.28047910828114414,0.5642107623019909,0.3995846527983155,0.6935086326001724
215,0.28045551615443265,0.5635828349466291,0.39897365532840884,0.6932326868609421
216,0.2800436008597648,0.5635522368179731,0.3983638349677581,0.6932248601741126
217,0.2796661384899746,0.5642153956568,0.39798477113140507,0.6940463081265162
218,0.2790795619163816,0.5636647522566811,0.3973379661312247,0.6934500218299728
219,0.2786667610797037,0.5636892481052632,0.3968534614982995,0.693238719409583
220,0.2783629290170442,0.5636378213514462,0.39639634761559994,0.6929952794864649
221,0.2780080169077561,0.5635412571580805,0.3960435640401439,0.692617852468466
222,0.2777075183349259,0.5631220753832499,0.3956555233502694,0.6922585625015841
223,0.27754303870406943,0.5634338300312185,0.3953183087666273,0.6929729672280437
224,0.2773499311053224,0.563070015182205,0.3949059754012491,0.6927320548997014
225,0.27699767734336306,0.5628571221665857,0.39443591016758756,0.6918868505450909
226,0.2765037819135145,0.5636780930291531,0.39369495991834935,0.6932070720092237
227,0.27630192499649964,0.5637028855049531,0.3931232941575981,0.6932227246359045
228,0.27571973255831056,0.563739350892095,0.3927087138135261,0.6923996113767841
229,0.2753356308820947,0.5639467428454772,0.39225761088444316,0.6920028929052392
230,0.2750113925778624,0.5642920969096589,0.39125723446339444,0.6934336560062053
231,0.2748769399691301,0.5640040880685778,0.3909357376385045,0.6931572125560448
232,0.2744500904232009,0.5634965678670537,0.39035531224117165,0.6925612605317863
233,0.27391809817494595,0.5635248598653376,0.38995718217790554,0.6917744665942784
234,0.27383699414440993,0.563964763973904,0.389550660582804,0.691828834082847
235,0.27358707341124755,0.5637787935648478,0.3891670620463407,0.6913854428339805
236,0.2732316486873281,0.5628498000790518,0.38869600736574894,0.6899386251995129
237,0.2727520365852701,0.5630553994470936,0.3883277541030808,0.6903984897588178
238,0.2727284243740112,0.5634805137048263,0.3879437721225979,0.690453667782812
239,0.2724107132810324,0.5625806579556799,0.38750661169635164,0.6890654940848145
240,0.27193615283271844,0.5627967331737018,0.3871374423468826,0.6895401492119554
241,0.27184091661211357,0.562818187375242,0.3866160556988525,0.6895775116377577
242,0.27153310079442083,0.5623343756357193,0.38617788130794733,0.6888978234437106
243,0.2711241511126521,0.5625267485262524,0.38575097832813704,0.6885771792697095
244,0.2708432915745146,0.5623176341206944,0.3853249884484418,0.6875233768888169
245,0.2704157590313758,0.562955199549071,0.38496111520634907,0.6882962170787155
246,0.2698885300486642,0.5637346762580497,0.3842666679323292,0.6895513634890582
247,0.26957683240948793,0.5636231607092541,0.38387711295019905,0.6891853224178793
248,0.26927414572780073,0.5635264558240409,0.3834888286066903,0.6892459787686939
249,0.26904149450835313,0.5638429332730956,0.3825803415113557,0.6905951271861807
250,0.26861193012937884,0.5634522358965779,0.3819533888017805,0.6903470715231173
